assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoformpanther_family	date	annotation_extension_class	taxon
CollecTF	UniProtKB:Q9ZIP8	hrpXo	PMID:15774873		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:64187
CollecTF	UniProtKB:Q9ZIP8	hrpXo	PMID:16684113		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:64187
UniProt	UniProtKB:Q97X43	tfs4	PMID:29203770		GO:0045892	negative regulation of DNA-templated transcription	IDA			20210702		NCBITaxon:273057
CACAO	UniProtKB:B5LWZ9	arsR	PMID:19502436		GO:0006355	regulation of DNA-templated transcription	IMP			20130411		NCBITaxon:197
AspGD	UniProtKB:C8VM39	ANIA_01425	PMID:16682457		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20090722		NCBITaxon:227321
CollecTF	UniProtKB:A3N1M0	fur	PMID:14509829		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:416269
AgBase	UniProtKB:Q77Q71	R-LORF7	PMID:21110861		GO:0045892	negative regulation of DNA-templated transcription	IMP			20150507	UniProtKB:P10360	NCBITaxon:10390
UniProt	UniProtKB:Q92ET8	golR	PMID:22773791		GO:0006355	regulation of DNA-templated transcription	IDA			20170201		NCBITaxon:272626
GO_Central	UniProtKB:A8QKA7	IRF-2	PMID:20494444		GO:0001216	DNA-binding transcription activator activity	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
GO_Central	UniProtKB:A8QKA7	IRF-2	PMID:20494444		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
AgBase	UniProtKB:A8QKA6	IRF-1	PMID:23548829		GO:0003700	DNA-binding transcription factor activity	IDA			20150522	CL:0000235|UBERON:0007132	NCBITaxon:8030
GO_Central	UniProtKB:A8QKA6	IRF-1	PMID:20494444		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
CollecTF	UniProtKB:Q8P9D2	fleQ	PMID:16111660		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:190485
UniProt	UniProtKB:Q9ZN78	arpA	PMID:10540289		GO:0003700	DNA-binding transcription factor activity	IDA			20031014		NCBITaxon:1911
UniProt	UniProtKB:Q9ZN78	arpA	PMID:10540289		GO:0045892	negative regulation of DNA-templated transcription	IDA			20031014		NCBITaxon:1911
UniProt	UniProtKB:Q7F2L3	NAC048	PMID:20632034		GO:0045893	positive regulation of DNA-templated transcription	IDA			20171115		NCBITaxon:39947
CollecTF	UniProtKB:P33086	fur	PMID:23285021		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_005810.1		20170328		NCBITaxon:632
CollecTF	UniProtKB:P33086	fur	PMID:18281395		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:632
CollecTF	UniProtKB:P33086	fur	PMID:18281395		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:632
CollecTF	UniProtKB:P33086	fur	PMID:23285021		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:632
AgBase	UniProtKB:P79797	gtf3a	PMID:9426240		GO:0045893	positive regulation of DNA-templated transcription	IMP			20141208		NCBITaxon:7998
UniProt	UniProtKB:O06581	prpR	PMID:22916289		GO:0006355	regulation of DNA-templated transcription	IMP			20150324		NCBITaxon:83332
UniProt	UniProtKB:O06581	prpR	PMID:22365605		GO:0006355	regulation of DNA-templated transcription	IMP			20150324		NCBITaxon:83332
CollecTF	UniProtKB:Q9ZM26	fur	PMID:19399190		GO:0006355	regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:85963
GR	UniProtKB:Q84JN3	SIG5	PMID:17148693		GO:0016987	sigma factor activity	IDA			20060831		NCBITaxon:39947
UniProt	UniProtKB:A0A5K4F1D0	gli1	PMID:35385687		GO:0045893	positive regulation of DNA-templated transcription	IMP			20220718		NCBITaxon:6183
CAFA	UniProtKB:Q45666	tnrA	PMID:11719184		GO:0090294	nitrogen catabolite activation of transcription	IMP			20170123		NCBITaxon:224308
MTBBASE	UniProtKB:P9WMG5	mce2R	PMID:19027363		GO:0045892	negative regulation of DNA-templated transcription	IDA			20110830		NCBITaxon:83332
MTBBASE	UniProtKB:P9WMH5	cmr	PMID:19040643		GO:0006355	regulation of DNA-templated transcription	IDA			20100728		NCBITaxon:83332
AspGD	UniProtKB:A2QET8	An02g12210	PMID:16164567		GO:0006355	regulation of DNA-templated transcription	IMP			20111012		NCBITaxon:425011
UniProt	UniProtKB:Q5SIL0	TTHA1359	PMID:18699868		GO:0001216	DNA-binding transcription activator activity	IDA			20160429		NCBITaxon:300852
UniProt	UniProtKB:Q5SIL0	TTHA1359	PMID:21054499		GO:0001216	DNA-binding transcription activator activity	IDA			20160429		NCBITaxon:300852
UniProt	UniProtKB:Q5SIL0	TTHA1359	PMID:18699868		GO:0045893	positive regulation of DNA-templated transcription	IDA			20160429		NCBITaxon:300852
UniProt	UniProtKB:Q5SIL0	TTHA1359	PMID:21054499		GO:0045893	positive regulation of DNA-templated transcription	IDA			20160429		NCBITaxon:300852
CollecTF	UniProtKB:Q7MBU9	VVA1638	PMID:16573699		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_005140.1		20170328		NCBITaxon:196600
CollecTF	UniProtKB:Q7MBU9	VVA1638	PMID:16573699		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:196600
CACAO	UniProtKB:P06463	E6	PMID:21849431		GO:0045892	negative regulation of DNA-templated transcription	IDA			20130209		NCBITaxon:333761
UniProt	UniProtKB:P39065	acuA	PMID:7913927		GO:0045014	carbon catabolite repression of transcription by glucose	IDA			20130423		NCBITaxon:224308
UniProt	UniProtKB:Q5SID7	TTHA1437	PMID:17369302		GO:0003700	DNA-binding transcription factor activity	IDA			20160401		NCBITaxon:300852
UniProt	UniProtKB:Q5SID7	TTHA1437	PMID:17369302		GO:0045893	positive regulation of DNA-templated transcription	IDA			20160401		NCBITaxon:300852
UniProt	UniProtKB:A5HEH4	GIF1	PMID:29437990		GO:0045893	positive regulation of DNA-templated transcription	IDA			20181121		NCBITaxon:4577
UniProt	UniProtKB:D4GQ08	dmsR	PMID:26507955		GO:0045893	positive regulation of DNA-templated transcription	IMP			20211230		NCBITaxon:309800
CollecTF	UniProtKB:Q8PBF5	hrpXct	PMID:22865058		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:190485
UniProt	UniProtKB:Q10MB4	MYB2	PMID:22301384		GO:0045893	positive regulation of DNA-templated transcription	IDA			20170811		NCBITaxon:39947
UniProt	UniProtKB:Q7F4G5	Os01g0797600	PMID:21854687		GO:0003700	DNA-binding transcription factor activity	IDA			20170901		NCBITaxon:39947
UniProt	UniProtKB:Q7F4G5	Os01g0797600	PMID:11487705		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170831		NCBITaxon:39947
UniProt	UniProtKB:Q7F4G5	Os01g0797600	PMID:21854687		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170901		NCBITaxon:39947
UniProt	UniProtKB:Q7F4G5	Os01g0797600	PMID:26307379		GO:0003700	DNA-binding transcription factor activity	IMP			20170904		NCBITaxon:39947
UniProt	UniProtKB:Q7F4G5	Os01g0797600	PMID:21831212		GO:0045892	negative regulation of DNA-templated transcription	IMP			20170901		NCBITaxon:39947
CollecTF	UniProtKB:Q5SHL1	TTHA1719	PMID:20395270		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:300852
CollecTF	UniProtKB:Q5SHL1	TTHA1719	PMID:20395270		GO:0001217	DNA-binding transcription repressor activity	EXP			20170328		NCBITaxon:300852
CollecTF	UniProtKB:P59479	lexA2	PMID:15458417		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:P59479	lexA2	PMID:17933893		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:P59479	lexA2	PMID:15458417		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:160488
CACAO	UniProtKB:A0A024DAJ6	HsfA4e	PMID:24323502		GO:0060261	positive regulation of transcription initiation by RNA polymerase II	IDA			20180206		NCBITaxon:4565
CollecTF	UniProtKB:A0A024HKB0	clcr3	PMID:9171413		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_010170.1		20170328		NCBITaxon:1301098
UniProt	UniProtKB:Q10M41	EIL1A	PMID:25995326		GO:0003700	DNA-binding transcription factor activity	IDA			20181026		NCBITaxon:39947
UniProt	UniProtKB:Q10M41	EIL1A	PMID:25995326		GO:0045893	positive regulation of DNA-templated transcription	IDA			20181026		NCBITaxon:39947
UniProt	UniProtKB:Q10M41	EIL1A	PMID:30002253		GO:0045893	positive regulation of DNA-templated transcription	IDA			20181121		NCBITaxon:39947
AspGD	UniProtKB:C8VS78	ANIA_01303	PMID:16682457		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20090722		NCBITaxon:227321
CollecTF	UniProtKB:Q8PAI3	XCC1500	PMID:21615202		GO:0006355	regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:190485
CollecTF	UniProtKB:Q8PAI3	XCC1500	PMID:21615202		GO:0006355	regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:190485
CollecTF	UniProtKB:P52698	phcA	PMID:9573161		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:267608
UniProt	UniProtKB:Q4WPQ8	prtT	PMID:19564390		GO:0045893	positive regulation of DNA-templated transcription	IMP			20110224		NCBITaxon:330879
UniProt	UniProtKB:Q4WPQ8	prtT	PMID:19564385		GO:0045893	positive regulation of DNA-templated transcription	IMP			20110224		NCBITaxon:330879
UniProt	UniProtKB:P79832	arnt	PMID:11230806		GO:0003714	transcription corepressor activity	IDA			20060621		NCBITaxon:8022
UniProt	UniProtKB:P79832	arnt	PMID:11230806		GO:0045892	negative regulation of DNA-templated transcription	IDA			20060621		NCBITaxon:8022
UniProt	UniProtKB:P79832	arnt	PMID:11230806		GO:0045893	positive regulation of DNA-templated transcription	IDA			20060621		NCBITaxon:8022
UniProt	UniProtKB:P79832	arnt	PMID:11230806		GO:0006355	regulation of DNA-templated transcription	IDA			20060606		NCBITaxon:8022
CollecTF	UniProtKB:Q7MMB6	VV1156	PMID:24535746		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_014965.1		20170328		NCBITaxon:196600
CollecTF	UniProtKB:Q7MMB6	VV1156	PMID:24535746		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:196600
CollecTF	UniProtKB:Q7MMB6	VV1156	PMID:24535746		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:196600
AspGD	UniProtKB:A2QCJ9	creA	PMID:11358516		GO:0003700	DNA-binding transcription factor activity	IMP			20110928		NCBITaxon:425011
FlyBase	FB:FBgn0265523	Smr	FB:FBrf0220179|PMID:23213409		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP			20190125		NCBITaxon:7227
FlyBase	FB:FBgn0015240	Hr96	FB:FBrf0209737|PMID:19933845		GO:0006357	regulation of transcription by RNA polymerase II	IDA			20150903		NCBITaxon:7227
FlyBase	FB:FBgn0015239	Hr78	FB:FBrf0102584|PMID:9604930		GO:0006355	regulation of DNA-templated transcription	IMP			20150903		NCBITaxon:7227
FlyBase	FB:FBgn0015239	Hr78	FB:FBrf0102584|PMID:9604930		GO:0004879	nuclear receptor activity	IDA			20060803		NCBITaxon:7227
FlyBase	FB:FBgn0025463	Bap60	FB:FBrf0127148|PMID:10809665		GO:0045893	positive regulation of DNA-templated transcription	IDA			20060803		NCBITaxon:7227
FlyBase	FB:FBgn0025463	Bap60	FB:FBrf0226504|PMID:25180232		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20150219		NCBITaxon:7227
FlyBase	FB:FBgn0025463	Bap60	FB:FBrf0226504|PMID:25180232	contributes_to	GO:0003713	transcription coactivator activity	IMP			20150219		NCBITaxon:7227
FlyBase	FB:FBgn0025455	CycT	FB:FBrf0103005|PMID:9593731		GO:0032968	positive regulation of transcription elongation by RNA polymerase II	IDA			20200930		NCBITaxon:7227
FlyBase	FB:FBgn0025455	CycT	FB:FBrf0103005|PMID:9593731		GO:0070816	phosphorylation of RNA polymerase II C-terminal domain	IDA			20200930		NCBITaxon:7227
GeneDB	PlasmoDB:PF3D7_1114700	CLK3	PMID:31467193		GO:0006355	regulation of DNA-templated transcription	IMP			20190906		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1139300	AP2-G5	PMID:34365503		GO:0003700	DNA-binding transcription factor activity	IDA			20210809		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1139300	AP2-G5	PMID:34365503		GO:0006355	regulation of DNA-templated transcription	IDA			20210809		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1408200	AP2-G2	PMID:33368818		GO:0003700	DNA-binding transcription factor activity	IMP			20200901		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1408200	AP2-G2	PMID:33537025		GO:0006355	regulation of DNA-templated transcription	IMP			20210209		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1408200	AP2-G2	PMID:33368818		GO:0006355	regulation of DNA-templated transcription	IMP			20201229		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0808500	PF3D7_0808500	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1033700	BDP1	PMID:26067602		GO:0006355	regulation of DNA-templated transcription	IDA			20150614		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1451400	Sir2B	PMID:19402747		GO:0006355	regulation of DNA-templated transcription	IDA			20090727		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0809000	PF3D7_0809000	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1143100	AP2-O	PMID:34268135		GO:0003700	DNA-binding transcription factor activity	IDA			20210717		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1143100	AP2-O	PMID:34268135		GO:0006355	regulation of DNA-templated transcription	IDA			20210717		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1315800	MYB1	PMID:15500927		GO:0003700	DNA-binding transcription factor activity	IDA			20090616		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1315800	MYB1	PMID:15500927		GO:0006355	regulation of DNA-templated transcription	IDA			20090616		NCBITaxon:36329
UniProt	UniProtKB:Q9DE09	HMX1	PMID:11060230		GO:0045892	negative regulation of DNA-templated transcription	IMP			20080804		NCBITaxon:9031
GeneDB	PlasmoDB:PF3D7_0421000	PF3D7_0421000	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1328800	SIR2A	PMID:19402747|PMID:23443558		GO:0006355	regulation of DNA-templated transcription	IDA			20090727		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1011800	PREBP	PMID:24040327		GO:0003700	DNA-binding transcription factor activity	IDA			20130917		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1011800	PREBP	PMID:24040327		GO:0006355	regulation of DNA-templated transcription	IDA			20130917		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0404100	ApiAP2	PMID:18541913		GO:0006355	regulation of DNA-templated transcription	IDA			20090727		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0421400	PF3D7_0421400	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1239200	ApiAP2	PMID:18541913		GO:0006355	regulation of DNA-templated transcription	IDA			20090727		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_1240800	PF3D7_1240800	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0420800	PF3D7_0420800	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0712700	PF3D7_0712700	PMID:31964736		GO:0045892	negative regulation of DNA-templated transcription	IMP			20200130		NCBITaxon:36329
GeneDB	PlasmoDB:PF3D7_0624600	ISWI	PMID:32816370		GO:0045893	positive regulation of DNA-templated transcription	IDA			20200826		NCBITaxon:36329
CollecTF	UniProtKB:Q88PE9	colR	PMID:19445690		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88PE9	colR	PMID:19445690		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
UniProt	UniProtKB:Q8T940	Ubx	PMID:7840822		GO:0003700	DNA-binding transcription factor activity	IDA			20040419		NCBITaxon:39708
UniProt	UniProtKB:Q1PCB0	PNPO	PMID:27106120		GO:0006357	regulation of transcription by RNA polymerase II	IMP			20201023		NCBITaxon:7091
UniProt	UniProtKB:Q7Q2B7	CARM1	PMID:19472346		GO:0006355	regulation of DNA-templated transcription	IDA			20090716		NCBITaxon:7165
UniProt	UniProtKB:A0A2R6QE26	BHLH42	PMID:30912865		GO:0045893	positive regulation of DNA-templated transcription	IDA			20191009		NCBITaxon:1590841
UniProt	UniProtKB:Q5W6R4	DREB2B	PMID:20049613		GO:0045893	positive regulation of DNA-templated transcription	IDA			20100716		NCBITaxon:39947
UniProt	UniProtKB:Q2EEY0	TLR9	PMID:25686612		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IDA			20170331		NCBITaxon:9796
UniProt	UniProtKB:Q5W6D6	WRKY45-1	PMID:17601827		GO:0003700	DNA-binding transcription factor activity	IDA			20210712		NCBITaxon:39947
UniProt	UniProtKB:Q5W6D6	WRKY45-1	PMID:17601827		GO:0006355	regulation of DNA-templated transcription	IDA			20210712		NCBITaxon:39947
CollecTF	UniProtKB:Q87Z28	PSPTO_3603	PMID:8078459		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_007005.1		20170328		NCBITaxon:223283
CollecTF	UniProtKB:Q87Z28	PSPTO_3603	PMID:8078459		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:223283
CollecTF	UniProtKB:B5EV73	VFMJ11_A1043	PMID:14729687		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_011186.1		20170328		NCBITaxon:388396
CollecTF	UniProtKB:B5EV73	VFMJ11_A1043	PMID:10096086		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:388396
CollecTF	UniProtKB:B5EV73	VFMJ11_A1043	PMID:10096086		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:388396
CollecTF	UniProtKB:B5EV73	VFMJ11_A1043	PMID:14729687		GO:0045893	positive regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:388396
CollecTF	UniProtKB:B7J425	fur	PMID:21132364		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:243159
CollecTF	UniProtKB:B7J425	fur	PMID:17355989		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:243159
CollecTF	UniProtKB:B7J425	fur	PMID:17355989		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:243159
CollecTF	UniProtKB:B7J425	fur	PMID:17355989		GO:0045892	negative regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:243159
CollecTF	UniProtKB:B7J425	fur	PMID:17355989		GO:0001217	DNA-binding transcription repressor activity	IEP			20170328		NCBITaxon:243159
CollecTF	UniProtKB:B7J425	fur	PMID:17355989		GO:0006355	regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:243159
CollecTF	UniProtKB:A4FQD5	glnR	PMID:24931311		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:405948
CollecTF	UniProtKB:A4FQD5	glnR	PMID:24931311		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:405948
CollecTF	UniProtKB:B1W457	bldD	PMID:15601697		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:455632
AgBase	UniProtKB:D2D0D7	D2D0D7	PMID:25379383		GO:0051091	positive regulation of DNA-binding transcription factor activity	IMP			20160315		NCBITaxon:8030
CollecTF	UniProtKB:Q8EI70	ohrR	PMID:25009841		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:P35327	luxR	PMID:18083819		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:312309
CollecTF	UniProtKB:P35327	luxR	PMID:18083819		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:312309
CollecTF	UniProtKB:Q8EHJ3	torR	PMID:15231782		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EHJ3	torR	PMID:15231782		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EHJ3	torR	PMID:11844754		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_004347.2		20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EHJ3	torR	PMID:15231782		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_004347.2		20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EHJ3	torR	PMID:15231782		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_004347.2		20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q8EHJ3	torR	PMID:15231782		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:211586
CollecTF	UniProtKB:Q74D24	pilR	PMID:20708667		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:243231
UniProt	UniProtKB:J9VT33	CUF1	PMID:33567338		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20210408	UniProtKB:J9VWW9	NCBITaxon:235443
UniProt	UniProtKB:J9VT33	CUF1	PMID:29089435		GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	IDA			20200820	UniProtKB:J9VWU3	NCBITaxon:235443
AspGD	UniProtKB:Q5B8H6	ANIA_03154	PMID:24385358		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20141006		NCBITaxon:227321
CollecTF	UniProtKB:Q74BZ1	rpoN	PMID:19624843		GO:0006355	regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:243231
UniProt	UniProtKB:Q5VNK1	NAC26	PMID:32989010		GO:0045893	positive regulation of DNA-templated transcription	IDA			20210318		NCBITaxon:39947
UniProt	UniProtKB:Q5AVS0	xlnR	PMID:18420433		GO:0045893	positive regulation of DNA-templated transcription	IMP			20100224		NCBITaxon:227321
UniProt	UniProtKB:G7L166	RAM1	PMID:26511916		GO:0003700	DNA-binding transcription factor activity	IMP			20200211		NCBITaxon:3880
UniProt	UniProtKB:G7L166	RAM1	PMID:26511916		GO:0006355	regulation of DNA-templated transcription	IMP			20200211		NCBITaxon:3880
UniProt	UniProtKB:G7L166	RAM1	PMID:23122845		GO:0006355	regulation of DNA-templated transcription	IMP			20190925		NCBITaxon:3880
CollecTF	UniProtKB:Q883X4	PSPTO_2223	PMID:20521955		GO:0045892	negative regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:223283
CollecTF	UniProtKB:Q883X4	PSPTO_2223	PMID:20521955		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:223283
CollecTF	UniProtKB:Q883X4	PSPTO_2223	PMID:20521955		GO:0001216	DNA-binding transcription activator activity	IMP			20170328		NCBITaxon:223283
CollecTF	UniProtKB:Q883X4	PSPTO_2223	PMID:20521955		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:223283
CollecTF	UniProtKB:Q883X4	PSPTO_2223	PMID:20521955		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:223283
CAFA	UniProtKB:P03040	cro	PMID:17908932		GO:0010944	negative regulation of transcription by competitive promoter binding	IMP			20161018		NCBITaxon:10710
UniProt	UniProtKB:E0CJS3	EOBII	PMID:20543029		GO:0003700	DNA-binding transcription factor activity	IDA			20200710		NCBITaxon:4102
UniProt	UniProtKB:E0CJS3	EOBII	PMID:21585571		GO:0006355	regulation of DNA-templated transcription	IDA			20200630		NCBITaxon:4102
UniProt	UniProtKB:E0CJS3	EOBII	PMID:21464473		GO:0006355	regulation of DNA-templated transcription	IMP			20200713		NCBITaxon:4102
UniProt	UniProtKB:E0CJS3	EOBII	PMID:20543029		GO:0006355	regulation of DNA-templated transcription	IMP			20200710		NCBITaxon:4102
CollecTF	UniProtKB:Q88N41	pcaR	PMID:8083169		GO:0001217	DNA-binding transcription repressor activity	IMP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88N41	pcaR	PMID:8083169		GO:0045892	negative regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:160488
CollecTF	UniProtKB:H7C6K3	irr	PMID:20573962		GO:0006355	regulation of DNA-templated transcription	IDA			20170328		NCBITaxon:224911
MGI	UniProtKB:P56670	MAZ	PMID:1454839		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA			20111013		NCBITaxon:10036
UniProt	UniProtKB:P29846	P29846	PMID:10675342		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA			20060327		NCBITaxon:31645
CollecTF	UniProtKB:Q88KZ5	PP_2144	PMID:11914368		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q88KZ5	PP_2144	PMID:11914368		GO:0001217	DNA-binding transcription repressor activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
CollecTF	UniProtKB:Q5H3E9	ahyR	PMID:19028884		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:291331
CollecTF	UniProtKB:Q5H3E9	ahyR	PMID:23083431		GO:0045893	positive regulation of DNA-templated transcription	IEP			20170328		NCBITaxon:291331
CollecTF	UniProtKB:Q5H3E9	ahyR	PMID:23083431		GO:0045893	positive regulation of DNA-templated transcription	EXP			20170328		NCBITaxon:291331
AgBase	UniProtKB:P49843	nr3c1	PMID:26108487		GO:0098531	ligand-activated transcription factor activity	IDA			20160222		NCBITaxon:8022
AgBase	UniProtKB:P49843	nr3c1	PMID:26108487		GO:0098531	ligand-activated transcription factor activity	IDA			20160222		NCBITaxon:8022
UniProt	UniProtKB:A0A0P0X9Z7	CWZF7	PMID:31830332		GO:0045893	positive regulation of DNA-templated transcription	IDA			20200828		NCBITaxon:39947
GO_Central	UniProtKB:B5X185	IRF2	PMID:20494444		GO:0001216	DNA-binding transcription activator activity	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
GO_Central	UniProtKB:B5X185	IRF2	PMID:20494444		GO:0045944	positive regulation of transcription by RNA polymerase II	IMP			20220920	UniProtKB:Q6XQG7	NCBITaxon:8030
CollecTF	UniProtKB:Q88RJ2	gltP	PMID:18310026		GO:0001216	DNA-binding transcription activator activity	IPI	RefSeq:NC_002947.3		20170328		NCBITaxon:160488
AgBase	UniProtKB:Q7XAV5	DREB	PMID:16574068		GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	IDA			20111007	SO:0001952	NCBITaxon:3635
